customer_id,first_name,last_name,email,country,city,age,gender,signup_date
245,Florencia,Fernández,florencia.fernández245@mail.com,España,Madrid,67,F,2022-04-18
119,Andrés,Rodríguez,andrés.rodríguez119@mail.com,México,Monterrey,57,M,2022-04-24
446,Juan,Rodríguez,juan.rodríguez446@mail.com,Chile,Santiago,52,F,2022-05-09
272,Carlos,López,carlos.lópez272@mail.com,Argentina,Rosario,50,F,2022-05-12
142,Diego,González,diego.gonzález142@mail.com,México,Guadalajara,18,Otro,2022-05-13
115,Ana,González,ana.gonzález115@mail.com,Argentina,Córdoba,62,F,2022-05-15
314,Florencia,Martínez,florencia.martínez314@mail.com,México,Monterrey,38,F,2022-05-17
308,Luis,Martínez,luis.martínez308@mail.com,España,Madrid,45,M,2022-05-18
480,Pedro,Sánchez,pedro.sánchez480@mail.com,México,CDMX,48,M,2022-05-18
85,Luis,Pérez,luis.pérez85@mail.com,Argentina,Buenos Aires,59,M,2022-05-22
328,María,Torres,maría.torres328@mail.com,México,Monterrey,68,M,2022-05-23
84,Camila,Martínez,camila.martínez84@mail.com,Argentina,Mendoza,66,M,2022-05-27
197,Andrés,Martínez,andrés.martínez197@mail.com,España,Barcelona,38,F,2022-05-28
475,Agustina,Díaz,agustina.díaz475@mail.com,Argentina,Córdoba,65,M,2022-05-30
121,Juan,Fernández,juan.fernández121@mail.com,España,Madrid,45,F,2022-05-31
434,Camila,Torres,camila.torres434@mail.com,Colombia,Medellín,37,F,2022-06-02
58,Julieta,Sánchez,julieta.sánchez58@mail.com,España,Valencia,37,F,2022-06-08
252,Pedro,Romero,pedro.romero252@mail.com,Colombia,Bogotá,27,M,2022-06-08
235,José,Romero,josé.romero235@mail.com,Perú,Arequipa,50,M,2022-06-13
448,Agustina,Torres,agustina.torres448@mail.com,España,Barcelona,40,F,2022-06-16
396,Camila,Romero,camila.romero396@mail.com,México,Monterrey,30,M,2022-06-18
24,Miguel,Rodríguez,miguel.rodríguez24@mail.com,Colombia,Medellín,24,F,2022-06-19
473,Pedro,Pérez,pedro.pérez473@mail.com,Argentina,Córdoba,44,F,2022-06-20
416,Julieta,Díaz,julieta.díaz416@mail.com,Argentina,Rosario,59,M,2022-06-23
425,Laura,López,laura.lópez425@mail.com,España,Valencia,23,M,2022-06-26
299,Martín,Martínez,martín.martínez299@mail.com,Chile,Santiago,65,F,2022-06-27
212,Julieta,Martínez,julieta.martínez212@mail.com,España,Barcelona,39,F,2022-06-30
159,Sofía,Romero,sofía.romero159@mail.com,Chile,Valparaíso,41,F,2022-07-08
218,Andrés,López,andrés.lópez218@mail.com,Argentina,Rosario,61,M,2022-07-10
132,Lucía,Romero,lucía.romero132@mail.com,Perú,Lima,20,F,2022-07-11
35,María,Romero,maría.romero35@mail.com,México,CDMX,41,F,2022-07-13
317,Andrés,Fernández,andrés.fernández317@mail.com,México,CDMX,69,F,2022-07-14
488,Juan,Fernández,juan.fernández488@mail.com,Argentina,Buenos Aires,69,M,2022-07-19
7,Florencia,Torres,florencia.torres7@mail.com,Chile,Santiago,66,M,2022-07-24
40,Miguel,Pérez,miguel.pérez40@mail.com,España,Barcelona,34,M,2022-07-24
30,Diego,Torres,diego.torres30@mail.com,España,Valencia,60,M,2022-07-26
382,Laura,Fernández,laura.fernández382@mail.com,Perú,Lima,26,M,2022-07-27
75,Valentina,Rodríguez,valentina.rodríguez75@mail.com,Argentina,Rosario,48,F,2022-07-31
112,Luis,Rodríguez,luis.rodríguez112@mail.com,Argentina,Mendoza,55,F,2022-08-03
127,Florencia,Díaz,florencia.díaz127@mail.com,Argentina,Mendoza,27,F,2022-08-09
225,Pedro,Díaz,pedro.díaz225@mail.com,Argentina,Mendoza,21,M,2022-08-09
362,María,Fernández,maría.fernández362@mail.com,Argentina,Rosario,38,M,2022-08-10
32,Ana,González,ana.gonzález32@mail.com,Uruguay,Montevideo,45,M,2022-08-11
432,Ana,Martínez,ana.martínez432@mail.com,Chile,Santiago,67,F,2022-08-17
234,Andrés,Romero,andrés.romero234@mail.com,España,Barcelona,26,F,2022-08-26
157,Carlos,Romero,carlos.romero157@mail.com,Argentina,Córdoba,28,M,2022-08-27
393,Agustina,Romero,agustina.romero393@mail.com,España,Valencia,63,F,2022-08-31
381,Agustina,López,agustina.lópez381@mail.com,España,Valencia,34,Otro,2022-08-31
297,Laura,Torres,laura.torres297@mail.com,Uruguay,Montevideo,57,F,2022-09-05
386,Luis,Rodríguez,luis.rodríguez386@mail.com,Uruguay,Montevideo,68,M,2022-09-06
240,Juan,Fernández,juan.fernández240@mail.com,Argentina,Buenos Aires,50,M,2022-09-17
405,Ana,López,ana.lópez405@mail.com,Uruguay,Montevideo,25,F,2022-09-21
182,Pablo,González,pablo.gonzález182@mail.com,Colombia,Medellín,68,M,2022-09-22
345,Ana,Sánchez,ana.sánchez345@mail.com,Chile,Valparaíso,65,F,2022-09-28
422,Agustina,Díaz,agustina.díaz422@mail.com,Argentina,Buenos Aires,67,F,2022-09-29
170,Pablo,Sánchez,pablo.sánchez170@mail.com,Perú,Arequipa,47,M,2022-09-30
33,Andrés,Torres,andrés.torres33@mail.com,Argentina,Córdoba,25,F,2022-10-01
23,Florencia,Rodríguez,florencia.rodríguez23@mail.com,Uruguay,Montevideo,39,F,2022-10-04
462,Diego,Torres,diego.torres462@mail.com,Argentina,Rosario,43,M,2022-10-05
117,Agustina,Sánchez,agustina.sánchez117@mail.com,Chile,Valparaíso,58,F,2022-10-05
262,Pablo,Martínez,pablo.martínez262@mail.com,Colombia,Medellín,60,F,2022-10-09
173,Sofía,Fernández,sofía.fernández173@mail.com,Argentina,Mendoza,52,M,2022-10-19
178,Ana,Martínez,ana.martínez178@mail.com,Uruguay,Montevideo,43,F,2022-10-20
276,Andrés,Rodríguez,andrés.rodríguez276@mail.com,México,Monterrey,40,F,2022-10-23
73,Julieta,Sánchez,julieta.sánchez73@mail.com,Colombia,Bogotá,19,F,2022-10-27
133,Julieta,González,julieta.gonzález133@mail.com,España,Barcelona,52,M,2022-10-30
41,Andrés,Martínez,andrés.martínez41@mail.com,México,CDMX,42,M,2022-11-03
202,Valentina,Rodríguez,valentina.rodríguez202@mail.com,Uruguay,Montevideo,47,M,2022-11-09
275,Julieta,Sánchez,julieta.sánchez275@mail.com,España,Valencia,24,F,2022-11-26
223,Agustina,Pérez,agustina.pérez223@mail.com,España,Barcelona,55,M,2022-11-27
169,Agustina,Díaz,agustina.díaz169@mail.com,Argentina,Mendoza,62,M,2022-11-28
387,Camila,Pérez,camila.pérez387@mail.com,Chile,Valparaíso,60,M,2022-11-28
214,Florencia,Sánchez,florencia.sánchez214@mail.com,Colombia,Bogotá,24,F,2022-12-15
254,Julieta,López,julieta.lópez254@mail.com,Argentina,Mendoza,35,M,2022-12-17
93,Miguel,López,miguel.lópez93@mail.com,México,CDMX,68,M,2022-12-27
62,Lucía,Fernández,lucía.fernández62@mail.com,México,Guadalajara,48,F,2022-12-29
21,María,Romero,maría.romero21@mail.com,Chile,Santiago,41,M,2023-01-03
466,Carlos,Sánchez,carlos.sánchez466@mail.com,España,Valencia,44,M,2023-01-05
372,Diego,Fernández,diego.fernández372@mail.com,Argentina,Mendoza,58,M,2023-01-10
358,Carlos,Díaz,carlos.díaz358@mail.com,Chile,Santiago,43,F,2023-01-11
441,Julieta,Rodríguez,julieta.rodríguez441@mail.com,Colombia,Medellín,50,M,2023-01-11
421,Pablo,López,pablo.lópez421@mail.com,España,Barcelona,50,M,2023-01-13
152,Martín,González,martín.gonzález152@mail.com,Colombia,Bogotá,56,F,2023-01-13
412,Camila,Romero,camila.romero412@mail.com,España,Valencia,50,M,2023-01-13
249,Diego,Romero,diego.romero249@mail.com,México,CDMX,41,F,2023-01-13
401,Florencia,Díaz,florencia.díaz401@mail.com,Argentina,Córdoba,66,F,2023-01-15
423,Camila,Romero,camila.romero423@mail.com,Argentina,Rosario,24,F,2023-01-16
419,Florencia,Martínez,florencia.martínez419@mail.com,Argentina,Córdoba,51,F,2023-01-17
186,Diego,Díaz,diego.díaz186@mail.com,España,Barcelona,62,M,2023-01-20
392,Martín,Fernández,martín.fernández392@mail.com,Argentina,Córdoba,66,F,2023-01-20
248,Valentina,López,valentina.lópez248@mail.com,México,Monterrey,29,F,2023-01-22
338,Laura,López,laura.lópez338@mail.com,Chile,Santiago,68,F,2023-01-23
201,Florencia,Fernández,florencia.fernández201@mail.com,Chile,Valparaíso,30,M,2023-01-24
138,Sofía,Pérez,sofía.pérez138@mail.com,México,Guadalajara,66,F,2023-01-24
47,Luis,Pérez,luis.pérez47@mail.com,México,Monterrey,66,F,2023-01-28
101,Valentina,López,valentina.lópez101@mail.com,Perú,Arequipa,37,F,2023-01-29
346,Agustina,Pérez,agustina.pérez346@mail.com,Chile,Santiago,59,M,2023-01-30
31,Valentina,González,valentina.gonzález31@mail.com,Chile,Valparaíso,53,M,2023-01-31
261,Laura,López,laura.lópez261@mail.com,Argentina,Buenos Aires,29,M,2023-02-03
256,María,López,maría.lópez256@mail.com,Chile,Santiago,23,F,2023-02-04
330,Diego,Torres,diego.torres330@mail.com,Argentina,Buenos Aires,22,M,2023-02-07
315,Pablo,Romero,pablo.romero315@mail.com,México,CDMX,59,F,2023-02-08
260,Miguel,Díaz,miguel.díaz260@mail.com,España,Barcelona,39,M,2023-02-12
160,Diego,Fernández,diego.fernández160@mail.com,Chile,Valparaíso,18,F,2023-02-13
48,José,Romero,josé.romero48@mail.com,Argentina,Córdoba,26,M,2023-02-13
29,Camila,González,camila.gonzález29@mail.com,Argentina,Rosario,23,M,2023-02-17
96,María,Rodríguez,maría.rodríguez96@mail.com,España,Valencia,42,F,2023-02-20
8,Martín,Martínez,martín.martínez8@mail.com,Chile,Santiago,49,M,2023-02-21
38,Juan,Rodríguez,juan.rodríguez38@mail.com,México,Monterrey,38,F,2023-02-23
129,Camila,López,camila.lópez129@mail.com,Argentina,Rosario,23,M,2023-03-01
277,Lucía,López,lucía.lópez277@mail.com,Argentina,Buenos Aires,36,M,2023-03-02
411,María,González,maría.gonzález411@mail.com,España,Madrid,52,F,2023-03-07
219,Miguel,Martínez,miguel.martínez219@mail.com,Perú,Arequipa,21,F,2023-03-10
496,Pedro,González,pedro.gonzález496@mail.com,México,Monterrey,21,Otro,2023-03-10
172,José,Díaz,josé.díaz172@mail.com,México,CDMX,32,M,2023-03-17
389,Florencia,González,florencia.gonzález389@mail.com,Argentina,Mendoza,37,M,2023-03-19
191,Pedro,Sánchez,pedro.sánchez191@mail.com,Perú,Arequipa,68,F,2023-03-20
53,Martín,Díaz,martín.díaz53@mail.com,Chile,Valparaíso,45,F,2023-03-23
461,Julieta,Romero,julieta.romero461@mail.com,España,Valencia,48,Otro,2023-03-26
304,Florencia,Fernández,florencia.fernández304@mail.com,México,Monterrey,61,M,2023-03-27
1,Miguel,Díaz,miguel.díaz1@mail.com,Chile,Valparaíso,30,M,2023-03-29
288,Luis,González,luis.gonzález288@mail.com,México,Monterrey,54,F,2023-04-05
454,Luis,Martínez,luis.martínez454@mail.com,Argentina,Córdoba,26,F,2023-04-05
439,Diego,Torres,diego.torres439@mail.com,Chile,Santiago,39,M,2023-04-05
391,Diego,Rodríguez,diego.rodríguez391@mail.com,España,Madrid,52,M,2023-04-08
15,Martín,Fernández,martín.fernández15@mail.com,México,Monterrey,54,F,2023-04-09
490,Martín,Torres,martín.torres490@mail.com,España,Barcelona,42,M,2023-04-13
424,Lucía,Martínez,lucía.martínez424@mail.com,Argentina,Buenos Aires,36,M,2023-04-17
65,Julieta,Díaz,julieta.díaz65@mail.com,España,Barcelona,52,M,2023-04-18
124,Luis,González,luis.gonzález124@mail.com,México,Guadalajara,60,F,2023-04-18
89,Lucía,Romero,lucía.romero89@mail.com,Argentina,Rosario,58,F,2023-04-19
455,Camila,Torres,camila.torres455@mail.com,Argentina,Buenos Aires,55,M,2023-04-22
271,Sofía,López,sofía.lópez271@mail.com,Argentina,Buenos Aires,63,F,2023-04-23
270,Juan,Rodríguez,juan.rodríguez270@mail.com,Argentina,Mendoza,63,F,2023-04-24
352,Sofía,Fernández,sofía.fernández352@mail.com,Argentina,Rosario,64,F,2023-04-24
55,María,Martínez,maría.martínez55@mail.com,Chile,Santiago,33,M,2023-04-25
165,Martín,Díaz,martín.díaz165@mail.com,España,Barcelona,63,M,2023-04-26
427,Lucía,López,lucía.lópez427@mail.com,Argentina,Córdoba,42,M,2023-05-02
10,Martín,Pérez,martín.pérez10@mail.com,México,Monterrey,28,F,2023-05-05
255,José,Pérez,josé.pérez255@mail.com,Argentina,Rosario,27,M,2023-05-06
114,Laura,Pérez,laura.pérez114@mail.com,España,Madrid,38,Otro,2023-05-06
63,Carlos,Fernández,carlos.fernández63@mail.com,España,Barcelona,42,M,2023-05-06
403,Laura,Sánchez,laura.sánchez403@mail.com,Chile,Valparaíso,25,F,2023-05-07
268,Sofía,Martínez,sofía.martínez268@mail.com,Argentina,Mendoza,51,F,2023-05-10
476,Diego,González,diego.gonzález476@mail.com,Argentina,Buenos Aires,39,F,2023-05-10
269,Agustina,González,agustina.gonzález269@mail.com,Argentina,Buenos Aires,69,F,2023-05-14
232,Andrés,Torres,andrés.torres232@mail.com,México,Guadalajara,53,M,2023-05-14
206,Pablo,Romero,pablo.romero206@mail.com,Argentina,Rosario,49,Otro,2023-05-16
217,Martín,Pérez,martín.pérez217@mail.com,Argentina,Buenos Aires,29,F,2023-05-18
453,María,González,maría.gonzález453@mail.com,Chile,Santiago,64,M,2023-05-18
80,Miguel,Pérez,miguel.pérez80@mail.com,Chile,Santiago,40,M,2023-05-19
243,Agustina,Martínez,agustina.martínez243@mail.com,Argentina,Rosario,48,M,2023-05-23
327,Lucía,Rodríguez,lucía.rodríguez327@mail.com,Colombia,Bogotá,28,M,2023-05-24
190,Juan,González,juan.gonzález190@mail.com,Argentina,Rosario,48,M,2023-05-25
281,Andrés,González,andrés.gonzález281@mail.com,Argentina,Córdoba,37,M,2023-05-28
364,Luis,López,luis.lópez364@mail.com,Argentina,Córdoba,36,F,2023-05-29
259,Martín,Díaz,martín.díaz259@mail.com,Argentina,Rosario,28,F,2023-05-30
397,José,Díaz,josé.díaz397@mail.com,Colombia,Medellín,47,F,2023-05-31
25,Miguel,Pérez,miguel.pérez25@mail.com,Chile,Valparaíso,28,M,2023-05-31
188,Camila,Martínez,camila.martínez188@mail.com,Argentina,Buenos Aires,27,M,2023-06-03
456,María,Martínez,maría.martínez456@mail.com,Argentina,Buenos Aires,66,F,2023-06-03
196,José,Pérez,josé.pérez196@mail.com,Argentina,Rosario,23,M,2023-06-12
107,Luis,Rodríguez,luis.rodríguez107@mail.com,México,Monterrey,45,F,2023-06-20
492,Valentina,Martínez,valentina.martínez492@mail.com,España,Madrid,64,M,2023-06-22
500,Miguel,Fernández,miguel.fernández500@mail.com,México,Guadalajara,51,F,2023-06-23
185,Pedro,López,pedro.lópez185@mail.com,Chile,Valparaíso,59,F,2023-06-29
54,Agustina,Pérez,agustina.pérez54@mail.com,España,Madrid,43,F,2023-06-30
359,Carlos,Díaz,carlos.díaz359@mail.com,México,Guadalajara,41,M,2023-07-01
70,Juan,Torres,juan.torres70@mail.com,México,Monterrey,23,M,2023-07-06
264,Miguel,Pérez,miguel.pérez264@mail.com,Argentina,Rosario,68,F,2023-07-07
415,Camila,López,camila.lópez415@mail.com,Argentina,Rosario,44,F,2023-07-08
399,Juan,Sánchez,juan.sánchez399@mail.com,México,Monterrey,36,M,2023-07-14
266,Juan,Torres,juan.torres266@mail.com,Argentina,Rosario,22,M,2023-07-17
164,Martín,Díaz,martín.díaz164@mail.com,Argentina,Mendoza,35,F,2023-07-24
176,Diego,Torres,diego.torres176@mail.com,Argentina,Buenos Aires,58,F,2023-07-27
340,Pedro,Díaz,pedro.díaz340@mail.com,Perú,Lima,61,F,2023-07-28
66,Sofía,Martínez,sofía.martínez66@mail.com,España,Madrid,34,M,2023-07-30
417,José,Fernández,josé.fernández417@mail.com,Argentina,Córdoba,62,M,2023-08-07
189,Camila,Torres,camila.torres189@mail.com,Chile,Valparaíso,66,M,2023-08-08
485,Pedro,Pérez,pedro.pérez485@mail.com,Argentina,Mendoza,49,M,2023-08-11
175,Juan,Sánchez,juan.sánchez175@mail.com,Argentina,Mendoza,40,F,2023-08-12
59,Pedro,Torres,pedro.torres59@mail.com,Argentina,Córdoba,59,F,2023-08-27
368,Valentina,Sánchez,valentina.sánchez368@mail.com,España,Barcelona,22,M,2023-08-27
161,Camila,Pérez,camila.pérez161@mail.com,Argentina,Córdoba,47,F,2023-08-27
44,Sofía,Díaz,sofía.díaz44@mail.com,Argentina,Córdoba,47,M,2023-08-28
332,Andrés,Torres,andrés.torres332@mail.com,Argentina,Córdoba,63,M,2023-08-28
3,Camila,Fernández,camila.fernández3@mail.com,Colombia,Bogotá,45,M,2023-08-30
227,Carlos,Torres,carlos.torres227@mail.com,Argentina,Buenos Aires,66,M,2023-08-31
460,Martín,Rodríguez,martín.rodríguez460@mail.com,España,Valencia,23,M,2023-08-31
356,Valentina,Romero,valentina.romero356@mail.com,México,CDMX,54,F,2023-09-02
265,Luis,Díaz,luis.díaz265@mail.com,Perú,Arequipa,30,Otro,2023-09-03
82,Agustina,Fernández,agustina.fernández82@mail.com,México,CDMX,50,F,2023-09-08
144,Miguel,Díaz,miguel.díaz144@mail.com,España,Barcelona,20,F,2023-09-11
342,Carlos,González,carlos.gonzález342@mail.com,Perú,Lima,67,F,2023-09-13
49,Lucía,Martínez,lucía.martínez49@mail.com,España,Valencia,59,F,2023-09-14
350,Camila,Rodríguez,camila.rodríguez350@mail.com,Argentina,Córdoba,46,F,2023-09-14
205,Lucía,Torres,lucía.torres205@mail.com,Argentina,Mendoza,55,M,2023-09-19
298,Lucía,Rodríguez,lucía.rodríguez298@mail.com,Colombia,Medellín,61,M,2023-09-27
42,Florencia,Fernández,florencia.fernández42@mail.com,Colombia,Medellín,67,F,2023-10-06
430,Julieta,Torres,julieta.torres430@mail.com,Colombia,Bogotá,40,F,2023-10-09
108,Pablo,Díaz,pablo.díaz108@mail.com,Argentina,Buenos Aires,22,M,2023-10-12
311,Martín,Fernández,martín.fernández311@mail.com,México,CDMX,63,M,2023-10-13
479,Luis,González,luis.gonzález479@mail.com,España,Barcelona,56,Otro,2023-10-13
18,Valentina,González,valentina.gonzález18@mail.com,Argentina,Córdoba,23,F,2023-10-14
336,Agustina,Rodríguez,agustina.rodríguez336@mail.com,España,Barcelona,61,M,2023-10-17
158,Florencia,Romero,florencia.romero158@mail.com,España,Valencia,42,F,2023-10-17
241,Martín,Martínez,martín.martínez241@mail.com,Colombia,Medellín,25,F,2023-10-19
458,Valentina,Díaz,valentina.díaz458@mail.com,México,CDMX,27,M,2023-10-23
120,Valentina,Torres,valentina.torres120@mail.com,España,Valencia,57,M,2023-10-23
61,Julieta,Fernández,julieta.fernández61@mail.com,España,Valencia,59,F,2023-10-23
39,Pedro,Sánchez,pedro.sánchez39@mail.com,Argentina,Mendoza,21,F,2023-10-26
438,Lucía,Díaz,lucía.díaz438@mail.com,México,Guadalajara,46,M,2023-10-27
64,Andrés,Torres,andrés.torres64@mail.com,Chile,Valparaíso,24,M,2023-10-29
193,Ana,Pérez,ana.pérez193@mail.com,Argentina,Córdoba,48,F,2023-11-03
337,José,Torres,josé.torres337@mail.com,Argentina,Buenos Aires,24,M,2023-11-07
181,José,Torres,josé.torres181@mail.com,Colombia,Bogotá,30,F,2023-11-07
194,Andrés,López,andrés.lópez194@mail.com,Colombia,Bogotá,37,M,2023-11-13
495,Pedro,Sánchez,pedro.sánchez495@mail.com,Chile,Valparaíso,55,M,2023-11-14
357,Diego,López,diego.lópez357@mail.com,Chile,Valparaíso,57,M,2023-11-14
499,Valentina,Fernández,valentina.fernández499@mail.com,México,Guadalajara,55,M,2023-11-16
431,Valentina,González,valentina.gonzález431@mail.com,Perú,Lima,50,F,2023-11-19
4,Florencia,López,florencia.lópez4@mail.com,España,Barcelona,36,M,2023-11-25
130,José,Rodríguez,josé.rodríguez130@mail.com,España,Valencia,52,M,2023-11-25
467,José,López,josé.lópez467@mail.com,España,Madrid,66,M,2023-11-29
295,Agustina,Martínez,agustina.martínez295@mail.com,Colombia,Medellín,34,M,2023-12-01
126,Miguel,Torres,miguel.torres126@mail.com,México,Monterrey,66,Otro,2023-12-02
442,Martín,Fernández,martín.fernández442@mail.com,Argentina,Córdoba,34,M,2023-12-06
369,Agustina,González,agustina.gonzález369@mail.com,Argentina,Buenos Aires,55,Otro,2023-12-07
487,Ana,Romero,ana.romero487@mail.com,México,Guadalajara,49,F,2023-12-14
231,Miguel,Sánchez,miguel.sánchez231@mail.com,Argentina,Córdoba,40,M,2023-12-15
28,Laura,Rodríguez,laura.rodríguez28@mail.com,Argentina,Córdoba,57,F,2023-12-16
429,Laura,Rodríguez,laura.rodríguez429@mail.com,Argentina,Rosario,39,F,2023-12-18
307,Laura,González,laura.gonzález307@mail.com,México,Guadalajara,55,M,2023-12-21
210,Agustina,Fernández,agustina.fernández210@mail.com,México,CDMX,37,F,2023-12-24
377,Agustina,Fernández,agustina.fernández377@mail.com,Perú,Lima,61,M,2023-12-27
99,Juan,Romero,juan.romero99@mail.com,Argentina,Mendoza,36,F,2024-01-03
148,Julieta,Pérez,julieta.pérez148@mail.com,México,Monterrey,47,M,2024-01-04
354,Pablo,Rodríguez,pablo.rodríguez354@mail.com,España,Barcelona,68,F,2024-01-04
360,Sofía,Sánchez,sofía.sánchez360@mail.com,España,Barcelona,41,M,2024-01-04
140,Martín,Fernández,martín.fernández140@mail.com,Argentina,Córdoba,48,M,2024-01-06
284,Miguel,Torres,miguel.torres284@mail.com,Argentina,Córdoba,67,M,2024-01-07
154,Pablo,Díaz,pablo.díaz154@mail.com,España,Valencia,62,F,2024-01-07
187,Carlos,Martínez,carlos.martínez187@mail.com,México,Monterrey,62,M,2024-01-10
183,Lucía,González,lucía.gonzález183@mail.com,México,CDMX,21,M,2024-01-11
409,Juan,González,juan.gonzález409@mail.com,Argentina,Córdoba,31,F,2024-01-13
9,Andrés,Romero,andrés.romero9@mail.com,Argentina,Buenos Aires,39,Otro,2024-01-17
410,Laura,Torres,laura.torres410@mail.com,Uruguay,Montevideo,45,M,2024-01-18
123,Laura,Torres,laura.torres123@mail.com,Argentina,Rosario,45,F,2024-01-19
78,Ana,Sánchez,ana.sánchez78@mail.com,España,Valencia,39,F,2024-01-23
236,Diego,Sánchez,diego.sánchez236@mail.com,Colombia,Medellín,52,F,2024-01-28
325,Florencia,Sánchez,florencia.sánchez325@mail.com,Colombia,Bogotá,44,F,2024-01-29
14,Diego,López,diego.lópez14@mail.com,Colombia,Bogotá,66,M,2024-01-30
46,Ana,Díaz,ana.díaz46@mail.com,Colombia,Medellín,59,M,2024-02-01
384,Florencia,Romero,florencia.romero384@mail.com,México,Monterrey,28,F,2024-02-08
233,Agustina,Pérez,agustina.pérez233@mail.com,Uruguay,Montevideo,48,F,2024-02-09
166,Carlos,López,carlos.lópez166@mail.com,México,Monterrey,63,F,2024-02-14
72,Luis,López,luis.lópez72@mail.com,México,CDMX,63,M,2024-02-14
286,Juan,Fernández,juan.fernández286@mail.com,México,CDMX,20,F,2024-02-16
238,Carlos,González,carlos.gonzález238@mail.com,Chile,Valparaíso,37,M,2024-02-18
111,José,Sánchez,josé.sánchez111@mail.com,México,CDMX,44,M,2024-02-22
494,Diego,Pérez,diego.pérez494@mail.com,Argentina,Buenos Aires,42,F,2024-02-24
45,Andrés,Fernández,andrés.fernández45@mail.com,Colombia,Medellín,65,M,2024-03-01
37,Pablo,Rodríguez,pablo.rodríguez37@mail.com,Argentina,Rosario,28,F,2024-03-02
110,Juan,Rodríguez,juan.rodríguez110@mail.com,Perú,Arequipa,26,M,2024-03-09
143,Pablo,Martínez,pablo.martínez143@mail.com,Perú,Lima,50,F,2024-03-10
